Team,Minutes,Off Min,Def Min,Total Possessions,Completed Off Poss,Completed Def Poss,PM_p40,Net_RTG,Off PPP,Def PPP,ORTG,DRTG,Plus_Minus,O_eFG%,O_TOV%,O_ORB%,O_FTR,D_eFG%,D_TOV%,D_ORB%,D_FTR,Stop Rate,Score Rate,Stops,Scores,Middle Possession Occurrence,UC3 Possession Occurrence,Paint Touch Possession Occurrence,Deflection Possession Occurrence,All Off Poss,All Def Poss,FGM,FGA,2FGM,2FGA,3PM,3PA,FTM,FTA,TOV,ORB,PTS,FGM Allowed,FGA Allowed,2FGM Allowed,2FGA Allowed,3PM Allowed,3PA Allowed,FTM Allowed,FTA Allowed,TOV Forced,ORB Allowed,PTS Allowed,Middle,UC3,Paint Touch,Deflection
TEAM,82.05,41.003,41.047,344,126,154,-34.126,-31.025,0.794,1.104,79.365,110.39,-70,0.481,0.262,0.167,0.039,0.775,0.325,0.065,0.147,0.5,0.357,77,45,0.154,0.09,0.314,0.112,156,188,44,103,33,63,11,40,1,4,33,21,100,71,102,55,70,16,32,12,15,50,10,170,29,17,59,21
