Player Combo,isTwoPlayer,Minutes,Off Min,Def Min,Off Poss,Def Poss,Total Possessions,rel_PM_p40,On-Off_PMp40,ORTG,DRTG,Net_RTG,On-Off,PM_p40,rel_Off_RTG,rel_Def_RTG,rel_Net_RTG,Plus_Minus,Off-Court PM_p40,Off-Court ORTG,Off-Court DRTG,Off-Court Net_RTG,Team Minutes,Team Plus_Minus,Team Off Poss,Team Def Poss,Team Total Possessions,Team ORTG,Team DRTG,Team Net_RTG,Team PM_p40
AC-IK-AM7-KJ,False,0.87,0.633,0.237,2,1,3,223.855,441.973,200.0,0.0,200.0,372.727,183.908,120.635,-110.39,231.025,4,-258.065,0.0,172.727,-172.727,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-AC-AM7-KJ,False,0.87,0.633,0.237,2,1,3,223.855,245.478,200.0,0.0,200.0,245.714,183.908,120.635,-110.39,231.025,4,-61.57,90.0,135.714,-45.714,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SD-IK-KJ,False,0.805,0.332,0.473,2,2,4,-59.432,86.874,0.0,100.0,-100.0,40.0,-99.379,-79.365,-10.39,-68.975,-2,-186.253,0.0,140.0,-140.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SD-IK-MH,False,0.805,0.332,0.473,2,2,4,-59.432,93.725,0.0,100.0,-100.0,40.0,-99.379,-79.365,-10.39,-68.975,-2,-193.103,0.0,140.0,-140.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SN-EF-AM7,False,0.78,0.275,0.505,1,3,4,91.229,122.183,300.0,66.667,233.333,364.762,51.282,220.635,-43.723,264.358,1,-70.901,40.0,171.429,-131.429,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-IK-EF-AM7,False,0.78,0.275,0.505,1,3,4,91.229,194.505,300.0,66.667,233.333,303.333,51.282,220.635,-43.723,264.358,1,-143.223,80.0,150.0,-70.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SN-IK-EF,False,0.78,0.275,0.505,1,3,4,91.229,97.659,300.0,66.667,233.333,266.667,51.282,220.635,-43.723,264.358,1,-46.377,66.667,100.0,-33.333,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SI-AC-IK,False,0.772,0.66,0.112,2,1,3,39.947,-29.575,100.0,200.0,-100.0,-96.429,0.0,20.635,89.61,-68.975,0,29.575,71.429,75.0,-3.571,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SD-AC-IK,False,0.757,0.0,0.757,0,3,3,-118.644,0.526,0.0,100.0,-100.0,33.333,-158.59,-79.365,-10.39,-68.975,-3,-159.116,0.0,133.333,-133.333,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SD-SI-AM7,False,0.75,0.0,0.75,0,3,3,39.947,12.685,0.0,0.0,0.0,0.0,0.0,-79.365,-110.39,31.025,0,-12.685,100.0,100.0,0.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-IK-EF-KJ,False,0.738,0.26,0.478,1,1,2,94.123,196.821,300.0,200.0,100.0,233.333,54.176,220.635,89.61,131.025,1,-142.645,0.0,133.333,-133.333,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-SN-SI-KJ,False,0.63,0.0,0.63,0,3,3,-87.037,-28.257,0.0,66.667,-66.667,8.406,-126.984,-79.365,-43.723,-35.642,-2,-98.727,46.667,121.739,-75.072,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SD-EF-MH,False,0.617,0.617,0.0,2,0,2,39.947,21.22,0.0,0.0,0.0,150.0,0.0,-79.365,-110.39,31.025,0,-21.22,50.0,200.0,-150.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-EF-AM7-MH,False,0.617,0.617,0.0,2,0,2,39.947,51.687,0.0,0.0,0.0,32.5,0.0,-79.365,-110.39,31.025,0,-51.687,137.5,170.0,-32.5,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SD-DP-SI,False,0.563,0.0,0.563,0,2,2,-102.065,-142.012,0.0,100.0,-100.0,-100.0,-142.012,-79.365,-10.39,-68.975,-2,0.0,0.0,0.0,0.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-DP-SI-KJ,False,0.563,0.0,0.563,0,2,2,-102.065,-163.504,0.0,100.0,-100.0,-125.0,-142.012,-79.365,-10.39,-68.975,-2,21.493,100.0,75.0,25.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SD-DP-KJ,False,0.563,0.0,0.563,0,2,2,-102.065,-157.387,0.0,100.0,-100.0,-150.0,-142.012,-79.365,-10.39,-68.975,-2,15.375,150.0,100.0,50.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-DP-SI-KJ,False,0.563,0.0,0.563,0,2,2,-102.065,-57.405,0.0,100.0,-100.0,-300.0,-142.012,-79.365,-10.39,-68.975,-2,-84.606,300.0,100.0,200.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-SI-AM7-KJ,False,0.498,0.243,0.255,1,1,2,280.749,577.251,300.0,0.0,300.0,450.0,240.803,220.635,-110.39,331.025,3,-336.449,0.0,150.0,-150.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SN-SI-AM7,False,0.498,0.243,0.255,1,1,2,280.749,260.111,300.0,0.0,300.0,425.0,240.803,220.635,-110.39,331.025,3,-19.308,75.0,200.0,-125.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SN-SI-KJ,False,0.498,0.243,0.255,1,1,2,280.749,298.15,300.0,0.0,300.0,350.0,240.803,220.635,-110.39,331.025,3,-57.348,0.0,50.0,-50.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-SN-EF-AM7,False,0.492,0.0,0.492,0,2,2,-204.121,-200.746,0.0,150.0,-150.0,0.0,-244.068,-79.365,39.61,-118.975,-3,-43.321,50.0,200.0,-150.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-SN-AC-EF,False,0.492,0.0,0.492,0,2,2,-204.121,19.668,0.0,150.0,-150.0,-7.143,-244.068,-79.365,39.61,-118.975,-3,-263.736,0.0,142.857,-142.857,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-AC-EF-AM7,False,0.492,0.0,0.492,0,2,2,-204.121,-107.482,0.0,150.0,-150.0,-33.333,-244.068,-79.365,39.61,-118.975,-3,-136.585,0.0,116.667,-116.667,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-SN-AC-AM7,False,0.492,0.0,0.492,0,2,2,-204.121,-129.078,0.0,150.0,-150.0,-50.0,-244.068,-79.365,39.61,-118.975,-3,-114.99,50.0,150.0,-100.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SI-AC-MH,False,0.483,0.483,0.0,1,0,1,39.947,-68.182,0.0,0.0,0.0,-41.667,0.0,-79.365,-110.39,31.025,0,68.182,175.0,133.333,41.667,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SI-AC-AM7-MH,False,0.483,0.483,0.0,1,0,1,39.947,-68.182,0.0,0.0,0.0,-41.667,0.0,-79.365,-110.39,31.025,0,68.182,175.0,133.333,41.667,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-SN-SI-MH,False,0.375,0.0,0.375,0,2,2,-173.387,-140.826,0.0,100.0,-100.0,-48.039,-213.333,-79.365,-10.39,-68.975,-2,-72.508,64.706,116.667,-51.961,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-DP-JB-MH,False,0.357,0.0,0.357,0,2,2,-296.502,-181.276,0.0,150.0,-150.0,-50.0,-336.449,-79.365,39.61,-118.975,-3,-155.172,0.0,100.0,-100.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SD-JB-MH,False,0.357,0.0,0.357,0,2,2,-296.502,-316.44,0.0,150.0,-150.0,-50.0,-336.449,-79.365,39.61,-118.975,-3,-20.008,50.0,150.0,-100.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SD-DP-MH,False,0.357,0.0,0.357,0,2,2,-296.502,-336.449,0.0,150.0,-150.0,-150.0,-336.449,-79.365,39.61,-118.975,-3,0.0,0.0,0.0,0.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SD-DP-JB,False,0.357,0.0,0.357,0,2,2,-296.502,-295.282,0.0,150.0,-150.0,-175.0,-336.449,-79.365,39.61,-118.975,-3,-41.166,150.0,125.0,25.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-A'M-JB-AM7,False,0.357,0.0,0.357,0,2,2,-408.651,-436.558,0.0,200.0,-200.0,-183.263,-448.598,-79.365,89.61,-168.975,-4,-12.04,87.879,104.615,-16.737,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
AC-A'M-JB-AM7,False,0.357,0.0,0.357,0,2,2,-408.651,-439.315,0.0,200.0,-200.0,-188.679,-448.598,-79.365,89.61,-168.975,-4,-9.283,73.585,84.906,-11.321,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-DP-JB-MH,False,0.357,0.0,0.357,0,2,2,-296.502,-380.688,0.0,150.0,-150.0,-200.0,-336.449,-79.365,39.61,-118.975,-3,44.24,150.0,100.0,50.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-AC-A'M-AM7,False,0.357,0.0,0.357,0,2,2,-408.651,-453.977,0.0,200.0,-200.0,-201.365,-448.598,-79.365,89.61,-168.975,-4,5.379,80.435,79.07,1.365,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-AC-JB-AM7,False,0.357,0.0,0.357,0,2,2,-408.651,-453.977,0.0,200.0,-200.0,-201.365,-448.598,-79.365,89.61,-168.975,-4,5.379,80.435,79.07,1.365,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-AC-A'M-JB,False,0.357,0.0,0.357,0,2,2,-408.651,-453.655,0.0,200.0,-200.0,-204.743,-448.598,-79.365,89.61,-168.975,-4,5.057,77.083,72.34,4.743,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
AC-IK-EF-AM7,False,0.282,0.0,0.282,0,1,1,39.947,231.831,0.0,0.0,0.0,140.0,0.0,-79.365,-110.39,31.025,0,-231.831,0.0,140.0,-140.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-A'M-JB-MH,False,0.282,0.0,0.282,0,1,1,39.947,55.645,0.0,0.0,0.0,51.82,0.0,-79.365,-110.39,31.025,0,-55.645,62.069,113.889,-51.82,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-AC-A'M-JB,False,0.282,0.0,0.282,0,1,1,39.947,66.682,0.0,0.0,0.0,46.737,0.0,-79.365,-110.39,31.025,0,-66.682,48.0,94.737,-46.737,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-AC-A'M-MH,False,0.282,0.0,0.282,0,1,1,39.947,76.166,0.0,0.0,0.0,37.5,0.0,-79.365,-110.39,31.025,0,-76.166,62.5,100.0,-37.5,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-AC-JB-MH,False,0.282,0.0,0.282,0,1,1,39.947,76.166,0.0,0.0,0.0,37.5,0.0,-79.365,-110.39,31.025,0,-76.166,62.5,100.0,-37.5,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-AC-IK-EF,False,0.282,0.0,0.282,0,1,1,39.947,138.196,0.0,0.0,0.0,33.333,0.0,-79.365,-110.39,31.025,0,-138.196,100.0,133.333,-33.333,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
AC-A'M-JB-MH,False,0.282,0.0,0.282,0,1,1,39.947,0.0,0.0,0.0,0.0,-43.985,0.0,-79.365,-110.39,31.025,0,0.0,136.842,92.857,43.985,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
AC-EF-KJ-MH,False,0.262,0.262,0.0,1,0,1,39.947,263.415,0.0,0.0,0.0,180.0,0.0,-79.365,-110.39,31.025,0,-263.415,0.0,180.0,-180.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-AC-EF-KJ,False,0.262,0.262,0.0,1,0,1,39.947,0.0,0.0,0.0,0.0,0.0,0.0,-79.365,-110.39,31.025,0,0.0,0.0,0.0,0.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-SN-SI-AM7,False,0.255,0.0,0.255,0,1,1,39.947,26.144,0.0,0.0,0.0,100.0,0.0,-79.365,-110.39,31.025,0,-26.144,50.0,150.0,-100.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SD-SN-SI,False,0.255,0.0,0.255,0,1,1,39.947,0.0,0.0,0.0,0.0,0.0,0.0,-79.365,-110.39,31.025,0,0.0,0.0,0.0,0.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-IK-AM7-KJ,False,0.243,0.243,0.0,1,0,1,533.097,746.583,300.0,0.0,300.0,466.667,493.151,220.635,-110.39,331.025,3,-253.432,0.0,166.667,-166.667,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-SI-IK-AM7,False,0.243,0.243,0.0,1,0,1,533.097,687.221,300.0,0.0,300.0,450.0,493.151,220.635,-110.39,331.025,3,-194.07,0.0,150.0,-150.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SN-IK-KJ,False,0.243,0.243,0.0,1,0,1,533.097,647.326,300.0,0.0,300.0,428.571,493.151,220.635,-110.39,331.025,3,-154.176,0.0,128.571,-128.571,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-SI-IK-KJ,False,0.243,0.243,0.0,1,0,1,533.097,575.279,300.0,0.0,300.0,387.5,493.151,220.635,-110.39,331.025,3,-82.128,50.0,137.5,-87.5,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SN-SI-IK,False,0.243,0.243,0.0,1,0,1,533.097,551.333,300.0,0.0,300.0,366.667,493.151,220.635,-110.39,331.025,3,-58.182,0.0,66.667,-66.667,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-DP-SI-EF,False,0.228,0.0,0.228,0,1,1,39.947,46.811,0.0,0.0,0.0,57.5,0.0,-79.365,-110.39,31.025,0,-46.811,80.0,137.5,-57.5,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-DP-SI-KJ,False,0.228,0.0,0.228,0,1,1,39.947,51.564,0.0,0.0,0.0,50.769,0.0,-79.365,-110.39,31.025,0,-51.564,69.231,120.0,-50.769,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-DP-EF-KJ,False,0.228,0.0,0.228,0,1,1,39.947,66.852,0.0,0.0,0.0,41.558,0.0,-79.365,-110.39,31.025,0,-66.852,85.714,127.273,-41.558,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
DP-SI-EF-KJ,False,0.228,0.0,0.228,0,1,1,39.947,45.558,0.0,0.0,0.0,-22.727,0.0,-79.365,-110.39,31.025,0,-45.558,150.0,127.273,22.727,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
