#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Media In Point,Media Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
117,9,P4,,"Offense, Whistle",,,0:15.8,,,0:14.68,0:30.52,Live,,,,,"#11 Erica Finney, #03 Danae Powell, #07 Ana Milanovic, #02 Mari Somvichian, #04 Allison Clarke, Half-court",,,
118,@-8-2,P4,,"Offense, Successful",,,0:26.8,,,0:46.41,1:13.25,Live,,,,,"#04 Allison Clarke, #03 Danae Powell, #07 Ana Milanovic, #11 Erica Finney, #02 Mari Somvichian, Half-court",,,
119,),P4,,"Defense, Whistle",,,0:11.8,,,1:13.25,1:25.10,Live,,,,,"#04 Allison Clarke, #07 Ana Milanovic, #03 Danae Powell, #11 Erica Finney, #02 Mari Somvichian",,,
120,#-8-0,P4,,"Defense, Whistle, Allow O-Board, Allow Paint Touch",,,0:24.2,,,2:05.19,2:29.39,Live,,,,,"#07 Ana Milanovic, #03 Danae Powell, #02 Mari Somvichian, #11 Erica Finney, #04 Allison Clarke",,,
121,2,P4,,"Defense, Unsuccessful, Allow Paint Touch, Deflection",,,0:20.6,,,2:39.72,3:00.29,Live,,,,,"#02 Mari Somvichian, #03 Danae Powell, #11 Erica Finney, #04 Allison Clarke, #07 Ana Milanovic",,,
122,#-8-2,P4,,"Offense, Successful",,,0:14.5,,,3:00.29,3:14.76,Live,,,,,"#03 Danae Powell, #11 Erica Finney, #04 Allison Clarke, #02 Mari Somvichian, #07 Ana Milanovic, Transition",,,
123,2,P4,,"Defense, Unsuccessful, Allow Paint Touch",,,0:13.4,,,3:14.76,3:28.12,Live,,,,,"#02 Mari Somvichian, #07 Ana Milanovic, #03 Danae Powell, #04 Allison Clarke, #11 Erica Finney",,,
124,),P4,,"Offense, Whistle",,,0:17.4,,,1:11.60,1:28.99,Live,,,,,"#24 Kayla Jones, #13 Ivana Krajina, #0 Sarah Deng, #08 Shanayka Ismar, #55 Maya Hernandez, Half-court",,,
125,#-8-@,P4,,"Offense, Unsuccessful",,,0:23.4,,,1:35.92,1:59.36,Live,,,,,"#13 Ivana Krajina, #08 Shanayka Ismar, #55 Maya Hernandez, #0 Sarah Deng, #24 Kayla Jones, Half-court",,,
126,2,P4,,"Defense, Unsuccessful",,,0:14.1,,,1:59.36,2:13.42,Live,,,,,"#0 Sarah Deng, #24 Kayla Jones, #55 Maya Hernandez, #08 Shanayka Ismar, #13 Ivana Krajina",,,
127,),P4,,"Offense, Unsuccessful",,,0:08.2,,,2:13.42,2:21.63,Live,,,,,"#08 Shanayka Ismar, #55 Maya Hernandez, #13 Ivana Krajina, #0 Sarah Deng, #24 Kayla Jones, Transition",,,
128,0,P4,,"Offense, Whistle",,,0:16.0,,,2:59.72,3:15.76,Live,,,,,"#24 Kayla Jones, #13 Ivana Krajina, #0 Sarah Deng, #08 Shanayka Ismar, #55 Maya Hernandez, Half-court",,,
129,#,P4,,"Offense, Unsuccessful",,,0:13.0,,,4:05.18,4:18.18,Live,,,,,"#0 Sarah Deng, #08 Shanayka Ismar, #55 Maya Hernandez, #13 Ivana Krajina, #24 Kayla Jones, Half-court",,,
130,@,P4,,"Defense, Successful",,,0:11.4,,,4:18.18,4:29.56,Live,,,,,"#0 Sarah Deng, #55 Maya Hernandez, #08 Shanayka Ismar, #24 Kayla Jones, #13 Ivana Krajina",,,
131,9,P4,,"Offense, Unsuccessful",,,0:06.9,,,4:29.56,4:36.45,Live,,,,,"#13 Ivana Krajina, #08 Shanayka Ismar, #0 Sarah Deng, #55 Maya Hernandez, #24 Kayla Jones",,,
132,#-8-@,P4,,"Offense, Unsuccessful",,,0:19.9,,,5:04.85,5:24.79,Live,,,,,"#07 Ana Milanovic, #11 Erica Finney, #02 Mari Somvichian, #03 Danae Powell, #04 Allison Clarke, Half-court",,,
133,2,P4,,"Defense, Unsuccessful, Allow Middle, Allow Paint Touch",,,0:07.9,,,5:24.79,5:32.72,Live,,,,,"#02 Mari Somvichian, #07 Ana Milanovic, #03 Danae Powell, #11 Erica Finney, #04 Allison Clarke",,,
134,#,P4,,"Offense, Unsuccessful, Successful",,,0:13.6,,,0:10.35,0:23.93,Live,,,,,"#11 Erica Finney, #07 Ana Milanovic, #04 Allison Clarke, #02 Mari Somvichian, #03 Danae Powell",,,
135,@,P4,,"Defense, Successful, Allow Paint Touch",,,0:07.8,,,0:23.93,0:31.72,Live,,,,,"#03 Danae Powell, #07 Ana Milanovic, #11 Erica Finney, #02 Mari Somvichian, #04 Allison Clarke",,,
136,),P4,,"Offense, Whistle",,,0:07.4,,,0:31.72,0:39.10,Live,,,,,"#02 Mari Somvichian, #04 Allison Clarke, #03 Danae Powell, #07 Ana Milanovic, #11 Erica Finney, Transition",,,
137,9,P4,,"Offense, Unsuccessful",,,0:15.0,,,0:49.28,1:04.25,Live,,,,,"#07 Ana Milanovic, #02 Mari Somvichian, #03 Danae Powell, #11 Erica Finney, #04 Allison Clarke, Half-court",,,
138,2,P4,,"Defense, Unsuccessful, Allow Paint Touch",,,0:06.9,,,1:04.25,1:11.17,Live,,,,,"#07 Ana Milanovic, #02 Mari Somvichian, #03 Danae Powell, #11 Erica Finney, #04 Allison Clarke",,,
139,@,P4,,"Offense, Unsuccessful",,,0:10.8,,,1:11.17,1:21.93,Live,,,,,"#02 Mari Somvichian, #07 Ana Milanovic, #03 Danae Powell, #04 Allison Clarke, #11 Erica Finney, Transition",,,
140,),P4,,"Defense, Whistle",,,0:06.0,,,1:21.93,1:27.95,Live,,,,,"#02 Mari Somvichian, #03 Danae Powell, #04 Allison Clarke, #07 Ana Milanovic, #11 Erica Finney",,,
141,9,P4,,"Offense, Unsuccessful",,,0:11.5,,,0:00.01,0:11.49,Live,,,,,"#0 Sarah Deng, #55 Maya Hernandez, #06 Shawnee Nordstrom, #13 Ivana Krajina, #24 Kayla Jones, Half-court",,,
142,@,P4,,"Defense, Successful",,,0:06.1,,,0:11.49,0:17.62,Live,,,,,"#55 Maya Hernandez, #13 Ivana Krajina, #24 Kayla Jones, #0 Sarah Deng, #06 Shawnee Nordstrom",,,
143,#-8-9,P4,,"Offense, Unsuccessful",,,0:25.4,,,0:17.62,0:43.00,Live,,,,,"#13 Ivana Krajina, #55 Maya Hernandez, #0 Sarah Deng, #06 Shawnee Nordstrom, #24 Kayla Jones, Transition",,,
144,9,P4,,"Defense, Successful",,,0:07.7,,,0:43.00,0:50.65,Live,,,,,"#13 Ivana Krajina, #06 Shawnee Nordstrom, #24 Kayla Jones, #55 Maya Hernandez, #0 Sarah Deng",,,
145,2,P4,,"Offense, Successful",,,0:05.2,,,0:50.65,0:55.90,Live,,,,,"#0 Sarah Deng, #55 Maya Hernandez, #24 Kayla Jones, #06 Shawnee Nordstrom, #13 Ivana Krajina, Transition",,,
146,#,P4,,"Defense, Successful, Allow UC 3",,,0:23.0,,,0:55.90,1:18.93,Live,,,,,"#06 Shawnee Nordstrom, #13 Ivana Krajina, #0 Sarah Deng, #55 Maya Hernandez, #24 Kayla Jones",,,
147,9,P4,,"Offense, Unsuccessful",,,0:06.0,,,1:18.93,1:24.97,Live,,,,,"#0 Sarah Deng, #13 Ivana Krajina, #24 Kayla Jones, #55 Maya Hernandez, #06 Shawnee Nordstrom, Transition",,,
148,2,P4,,"Defense, Unsuccessful",,,0:06.8,,,1:24.97,1:31.79,Live,,,,,"#06 Shawnee Nordstrom, #0 Sarah Deng, #24 Kayla Jones, #13 Ivana Krajina, #55 Maya Hernandez",,,
149,2,P4,,"Offense, Successful",,,0:09.8,,,0:00.88,0:10.63,Live,,,,,"#24 Kayla Jones, #55 Maya Hernandez, #06 Shawnee Nordstrom, #0 Sarah Deng, #13 Ivana Krajina, Half-court",,,
150,9,P4,,"Defense, Successful, Deflection",,,0:08.7,,,0:10.63,0:19.29,Live,,,,,"#0 Sarah Deng, #55 Maya Hernandez, #13 Ivana Krajina, #24 Kayla Jones, #06 Shawnee Nordstrom",,,
151,@-8-#,P4,,"Offense, Unsuccessful",,,0:30.7,,,0:32.71,1:03.46,Live,,,,,"#0 Sarah Deng, #55 Maya Hernandez, #13 Ivana Krajina, #06 Shawnee Nordstrom, #24 Kayla Jones, Half-court",,,
152,),P4,,"Defense, Whistle",,,0:11.2,,,1:03.46,1:14.65,Live,,,,,"#06 Shawnee Nordstrom, #55 Maya Hernandez, #0 Sarah Deng, #13 Ivana Krajina, #24 Kayla Jones",,,
153,2,P4,,"Defense, Unsuccessful, Allow Paint Touch",,,0:10.0,,,1:49.95,1:59.99,Live,,,,,"#0 Sarah Deng, #13 Ivana Krajina, #06 Shawnee Nordstrom, #55 Maya Hernandez, #24 Kayla Jones",,,
154,),P4,,"Defense, Whistle, Deflection",,,0:11.1,,,2:54.44,3:05.53,Live,,,,,"#24 Kayla Jones, #13 Ivana Krajina, #55 Maya Hernandez, #06 Shawnee Nordstrom, #0 Sarah Deng",,,
155,),P4,,"Defense, Whistle",,,0:07.4,,,3:11.86,3:19.23,Live,,,,,"#0 Sarah Deng, #24 Kayla Jones, #55 Maya Hernandez, #06 Shawnee Nordstrom, #13 Ivana Krajina, #04 Allison Clarke",,,
156,#,P4,,"Defense, Successful, Allow UC 3",,,0:10.5,,,3:35.54,3:46.00,Live,,,,,"#55 Maya Hernandez, #0 Sarah Deng, #06 Shawnee Nordstrom, #13 Ivana Krajina, #24 Kayla Jones",,,
157,3,P4,,"Offense, Successful",,,0:17.8,,,3:46.00,4:03.75,Live,,,,,"#24 Kayla Jones, #55 Maya Hernandez, #0 Sarah Deng, #13 Ivana Krajina, #06 Shawnee Nordstrom, Transition",,,
