PossessionID,Notes,Side,HeightSortedLineup,IncompleteResult,Duration,2FGA,2FGM,3PA,3PM,FTA,FTM,TOV,ORB,FOUL,PTS,Team_DefPoss,Team_AllowMiddle,Team_AllowPaintTouch,Team_AllowUC3,Team_AllowOBoard,Team_Deflections
26,P5,Offense,SD-SN-AC-KJ-MH,True,0:08.6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
27,P5,Offense,SD-SN-AC-KJ-MH,False,0:17.3,2,1,0,0,0,0,0,1,0,2,False,False,False,False,False,False
28,P5,Defense,SD-SN-AC-KJ-MH,False,0:14.6,1,0,0,0,0,0,0,0,0,0,True,False,True,False,False,True
29,P5,Defense,SD-SN-AC-KJ-MH,False,0:11.7,1,1,0,0,1,1,0,0,1,3,True,False,True,False,False,False
30,P5,Defense,SD-SN-IK-KJ-MH,False,0:06.8,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,True
31,P5,Offense,SD-SN-IK-KJ-MH,False,0:15.4,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
32,P5,Offense,SN-DP-IK-KJ-MH,True,0:14.6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
33,P5,Offense,SN-DP-IK-KJ-MH,False,0:24.2,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False
34,P5,Defense,SN-DP-IK-KJ-MH,False,0:12.6,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True
35,P5,Offense,SN-DP-IK-KJ-MH,False,0:05.5,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
36,P5,Offense,MS-SN-SI-IK-AM7-KJ,False,0:14.6,1,0,1,1,0,0,0,1,0,3,False,False,False,False,False,False
37,P5,Defense,MS-SI-IK-AM7-KJ,False,0:04.7,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
38,P5,Offense,MS-SI-IK-AM7-KJ,False,0:18.6,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
39,P5,Defense,MS-SI-IK-AM7-KJ,False,0:15.2,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,False
40,P5,Offense,MS-SI-IK-AM7-KJ,False,0:07.8,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
41,P5,Defense,MS-SI-IK-AM7-KJ,False,0:10.8,1,1,0,0,0,0,0,0,0,2,True,False,False,False,False,False
42,P5,Offense,MS-AC-IK-AM7-KJ,False,0:17.3,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
43,P5,Defense,MS-AC-IK-AM7-KJ,False,0:14.2,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
44,P5,Offense,MS-AC-IK-AM7-KJ,False,0:20.7,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
45,P5,Defense,MS-SD-AC-AM7-MH,True,0:19.0,0,0,1,0,0,0,0,1,0,0,True,True,False,False,False,False
46,P5,Offense,MS-SD-AC-AM7-MH,False,0:18.7,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
47,P5,Offense,MS-SD-AC-AM7-MH,False,0:11.3,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
48,P5,Defense,MS-SD-AC-AM7-MH,False,0:17.6,0,0,1,1,0,0,0,0,0,3,True,False,False,True,False,False
49,P5,Offense,MS-SD-AC-AM7-MH,False,0:20.4,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
50,P5,Offense,SD-SN-IK-EF-MH,False,0:11.9,0,0,1,1,0,0,0,0,0,3,False,False,False,False,False,False
51,P5,Defense,SD-SN-IK-EF-MH,False,0:21.8,0,0,1,0,0,0,0,0,0,0,True,False,False,True,False,False
52,P5,Offense,SD-SN-IK-EF-MH,False,0:18.6,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False
53,P5,Offense,SD-SN-IK-EF-MH,True,0:10.9,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
54,P5,Offense,SD-SN-IK-EF-MH,False,0:14.4,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
55,P5,Offense,SD-SN-IK-EF-MH,False,0:08.1,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
56,P5,Defense,SD-SN-IK-EF-MH,False,0:01.7,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
57,P5,Offense,SD-SN-IK-EF-MH,False,0:18.9,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
58,P5,Defense,SD-SN-IK-EF-MH,True,0:13.0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
59,P5,Defense,SD-SN-IK-EF-MH,False,0:11.7,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,False
60,P5,Offense,SD-SN-IK-EF-MH,False,0:12.4,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
61,P5,Offense,SD-SN-IK-EF-MH,False,0:21.1,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False
62,P6,Defense,MS-SN-AC-IK-KJ,True,0:17.4,1,0,0,0,0,0,0,1,0,0,True,False,True,False,False,False
63,P6,Defense,DP-SI-A'M-JB-MH,True,0:20.5,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
64,P6,Defense,SD-SN-AC-EF-AM7,False,0:15.8,1,0,0,0,0,0,0,0,0,0,True,True,True,False,False,False
65,P6,Defense,SD-SN-AC-EF-AM7,False,0:13.7,0,0,1,1,0,0,0,0,0,3,True,False,False,False,False,False
66,P6,Defense,MS-SD-DP-SI-KJ,False,0:15.0,1,0,0,0,0,0,0,0,0,0,True,False,True,False,False,False
67,P6,Defense,MS-SD-DP-SI-KJ,False,0:18.8,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,False
68,P6,Defense,SN-AC-A'M-JB-MH,True,0:11.3,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
69,P6,Defense,SN-AC-A'M-JB-MH,False,0:16.9,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
70,P6,Defense,MS-DP-IK-EF-AM7,False,0:12.6,0,0,0,0,0,0,1,0,0,0,True,False,True,False,False,False
71,P6,Defense,SD-SN-SI-KJ-MH,False,0:08.5,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
72,P6,Defense,SD-SN-SI-KJ-MH,False,0:14.0,1,1,1,0,0,0,0,1,0,2,True,False,False,False,False,False
73,P6,Defense,MS-AC-A'M-JB-AM7,False,0:09.9,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,False
74,P6,Defense,MS-AC-A'M-JB-AM7,False,0:11.5,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,False
75,P6,Defense,SN-DP-SI-EF-KJ,True,0:07.8,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
76,P6,Defense,SN-DP-SI-IK-KJ,True,0:06.9,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
77,P6,Defense,SN-DP-SI-EF-KJ,False,0:13.7,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
78,P6,Defense,MS-SD-DP-JB-MH,False,0:07.0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True
79,P6,Defense,MS-SD-DP-JB-MH,False,0:14.4,0,0,1,1,0,0,0,0,0,3,True,False,False,True,False,False
80,P6,Offense,SD-SN-DP-IK-KJ,False,0:16.0,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
81,P6,Defense,SD-SN-DP-IK-KJ,False,0:20.3,0,0,1,1,0,0,0,0,0,3,True,False,False,False,False,False
82,P6,Offense,SD-SN-DP-IK-KJ,False,0:09.7,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
83,P6,Offense,MS-SI-AC-AM7-MH,False,0:29.0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
84,P6,Offense,SN-DP-IK-EF-KJ,True,0:06.2,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
85,P6,Offense,SN-DP-IK-EF-KJ,True,0:09.0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
86,P6,Offense,SN-DP-IK-EF-KJ,True,0:18.7,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
87,P6,Offense,SN-DP-AC-IK-KJ,False,0:14.0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False
88,P6,Defense,SN-DP-AC-IK-KJ,True,0:06.0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
89,P6,Offense,SN-DP-AC-IK-KJ,False,0:22.8,0,0,1,0,0,0,0,1,0,0,False,False,False,False,False,False
90,P6,Offense,SN-DP-AC-IK-KJ,False,0:17.6,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
91,P6,Defense,SN-DP-AC-IK-KJ,True,0:10.0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
92,P6,Defense,SN-DP-AC-IK-KJ,False,0:10.5,0,0,0,0,2,2,0,0,1,2,True,False,True,False,False,False
93,P6,Defense,SN-DP-AC-IK-KJ,False,0:13.0,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,False
94,P6,Offense,SN-DP-AC-IK-KJ,False,0:13.1,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
95,P6,Offense,MS-SD-EF-AM7-MH,True,0:07.0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
96,P6,Offense,MS-SD-EF-AM7-MH,False,0:23.7,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False
97,P6,Offense,MS-SD-EF-AM7-MH,False,0:13.3,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
98,P6,Offense,MS-SD-IK-EF-AM7,False,0:13.9,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
99,P6,Offense,MS-SD-IK-EF-AM7,False,0:11.6,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
100,P6,Defense,MS-SD-IK-EF-AM7,False,0:16.2,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,True
101,P6,Offense,MS-SD-IK-EF-AM7,True,0:08.6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
102,P7,Defense,SN-DP-IK-KJ-MH,False,0:15.6,1,1,0,0,1,1,0,0,1,3,True,False,True,False,False,False
103,P7,Defense,SN-DP-IK-KJ-MH,False,0:09.9,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
104,P7,Defense,SN-DP-IK-KJ-MH,True,0:14.4,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True
105,P7,Defense,SN-DP-IK-KJ-MH,False,0:13.5,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True
106,P7,Defense,MS-SD-AC-IK-AM7,False,0:20.3,0,0,0,0,2,1,0,0,1,1,True,False,False,False,False,False
107,P7,Defense,MS-SD-AC-IK-AM7,False,0:11.9,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True
108,P7,Defense,MS-SD-AC-IK-AM7,False,0:13.2,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,False
109,P7,Defense,MS-SD-AC-IK-AM7,True,0:13.3,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
110,P7,Defense,SN-SI-EF-KJ-MH,False,0:32.2,1,0,1,0,2,2,0,2,1,2,True,False,True,False,False,False
111,P7,Defense,SN-SI-EF-KJ-MH,False,0:20.1,0,0,2,1,0,0,0,1,0,3,True,False,True,False,False,False
112,P7,Defense,SN-SI-EF-KJ-MH,False,0:18.2,0,0,0,0,0,0,1,0,0,0,True,False,True,False,False,False
113,P7,Defense,SN-SI-EF-KJ-MH,False,0:23.5,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
114,P7,Offense,SD-SN-DP-IK-KJ,True,0:03.1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
115,P7,Offense,SD-SN-DP-IK-KJ,False,0:21.5,0,0,1,1,0,0,0,0,0,3,False,False,False,False,False,False
116,P7,Defense,SD-SN-DP-IK-KJ,False,0:14.5,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True
117,P7,Offense,SD-SN-DP-IK-KJ,True,0:15.5,0,0,2,0,0,0,0,1,0,0,False,False,False,False,False,False
118,P7,Offense,SD-SN-DP-IK-KJ,False,0:07.8,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
119,P7,Defense,SD-SN-DP-IK-KJ,False,0:15.8,0,0,0,0,2,1,0,0,1,1,True,False,False,False,False,False
120,P7,Offense,SI-AC-IK-EF-MH,True,0:06.2,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
121,P7,Offense,SI-AC-IK-EF-MH,True,0:17.7,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
122,P7,Offense,SI-AC-IK-EF-MH,True,0:11.1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
123,P7,Offense,SI-AC-IK-EF-MH,False,0:17.8,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False
124,P7,Defense,SI-AC-IK-EF-MH,True,0:08.2,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
125,P7,Defense,SI-AC-IK-EF-MH,False,0:27.4,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
126,P7,Offense,MS-SN-DP-AM7-KJ,False,0:29.6,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
127,P7,Defense,MS-SN-DP-AM7-KJ,True,0:12.7,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
128,P7,Defense,MS-SN-DP-AM7-KJ,True,0:12.7,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
129,P7,Defense,MS-SN-DP-AM7-KJ,False,0:17.1,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
130,P7,Offense,MS-SN-DP-AM7-KJ,False,0:13.7,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False
131,P7,Defense,MS-SN-DP-AM7-KJ,False,0:09.9,1,1,0,0,0,0,0,0,0,2,True,False,False,False,False,False
132,P7,Offense,SD-SN-DP-IK-MH,True,0:05.3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
133,P7,Offense,SD-SN-DP-IK-MH,False,0:10.5,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
134,P7,Offense,SD-SN-DP-IK-MH,False,0:34.2,1,1,1,0,0,0,0,1,0,2,False,False,False,False,False,False
135,P7,Defense,SD-SN-DP-IK-MH,False,0:28.7,0,0,0,0,2,1,0,0,1,1,True,False,True,False,False,False
136,P7,Offense,SD-SN-DP-IK-MH,False,0:05.6,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
137,P7,Defense,SD-SN-DP-IK-MH,False,0:14.9,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
138,P7,Offense,SI-AC-IK-EF-MH,False,0:12.4,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
139,P7,Defense,SI-AC-IK-EF-MH,False,0:18.3,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
140,P7,Offense,SI-AC-IK-EF-MH,False,0:17.2,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
141,P7,Defense,SI-AC-IK-EF-MH,False,0:16.0,0,0,1,1,0,0,0,0,0,3,True,False,False,False,False,False
142,P7,Offense,SI-AC-IK-EF-MH,False,0:13.1,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
143,P7,Defense,SI-AC-IK-EF-MH,False,0:17.0,1,1,0,0,0,0,0,0,0,2,True,True,True,False,False,False
144,P7,Offense,MS-SD-SN-AM7-KJ,False,0:15.3,0,0,1,1,0,0,0,0,0,3,False,False,False,False,False,False
145,P7,Defense,MS-SD-SN-AM7-KJ,False,0:19.1,0,0,1,1,0,0,0,0,0,3,True,False,False,False,False,False
146,P7,Offense,MS-SD-SN-AM7-KJ,False,0:22.5,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False
147,P7,Defense,MS-SD-SN-AM7-KJ,False,0:06.4,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
148,P7,Offense,MS-SD-SN-AM7-KJ,False,0:10.3,0,0,1,1,0,0,0,0,0,3,False,False,False,False,False,False
149,P7,Defense,MS-SD-SN-AM7-KJ,False,0:13.5,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False
150,P8,Offense,SD-SN-EF-KJ-MH,False,0:20.3,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False
151,P8,Defense,SD-SN-EF-KJ-MH,False,0:10.8,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
152,P8,Offense,DP-SI-AC-IK-AM7,True,0:09.7,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
153,P8,Offense,DP-SI-AC-IK-AM7,False,0:16.2,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
154,P8,Defense,DP-SI-AC-IK-AM7,False,0:09.2,1,1,0,0,0,0,0,0,0,2,True,False,False,False,False,False
155,P8,Offense,DP-DP-SI-AC-IK-AM7,False,0:30.4,2,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False
156,P8,Offense,DP-SI-AC-IK-AM7,False,0:31.7,2,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False
157,P8,Offense,SD-SN-EF-KJ-MH,False,0:23.9,0,0,2,1,0,0,0,1,0,3,False,False,False,False,False,False
158,P8,Defense,SD-SN-EF-KJ-MH,False,0:15.9,0,0,1,1,0,0,0,0,0,3,True,False,False,False,False,False
159,P8,Offense,SD-SN-EF-KJ-MH,True,0:08.1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
160,P8,Offense,SD-SN-EF-KJ-MH,False,0:19.2,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False
161,P8,Defense,SD-SN-EF-KJ-MH,True,0:11.7,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
162,P8,Offense,SD-SN-EF-KJ-MH,False,0:10.3,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
163,P8,Defense,SD-SN-EF-KJ-MH,False,0:04.6,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,False
164,P8,Offense,MS-SI-AC-IK-AM7,False,0:20.3,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
165,P8,Offense,SD-SN-EF-KJ-MH,False,0:21.9,3,1,0,0,0,0,0,2,0,2,False,False,False,False,False,False
166,P8,Defense,SD-SN-EF-KJ-MH,False,0:08.1,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
167,P8,Offense,SD-SN-EF-KJ-MH,False,0:14.7,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
168,P8,Offense,DP-SI-AC-IK-AM7,False,0:47.7,1,0,1,0,0,0,1,2,0,0,False,False,False,False,False,False
169,P8,Offense,SD-SN-EF-KJ-MH,True,0:12.0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
170,P8,Offense,SD-SN-EF-KJ-MH,False,0:12.6,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
171,P8,Offense,MS-SI-AC-IK-AM7,False,0:19.3,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False
172,P8,Defense,MS-SI-AC-IK-AM7,False,0:06.7,1,1,0,0,0,0,0,0,0,2,True,False,False,False,False,False
173,P8,Offense,SD-SN-AC-IK-MH,False,0:24.8,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
174,P8,Defense,SD-SN-AC-IK-MH,False,0:16.3,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
175,P8,Offense,SD-SN-AC-IK-MH,False,0:16.4,0,0,1,1,0,0,0,0,0,3,False,False,False,False,False,False
176,P8,Defense,SD-SN-AC-IK-MH,False,0:06.8,1,1,0,0,0,0,0,0,0,2,True,False,False,False,False,False
177,P8,Offense,SD-SI-AC-KJ-MH,False,0:20.8,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
178,P8,Offense,SD-SI-AC-KJ-MH,False,0:31.7,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
179,P8,Offense,SD-SI-AC-KJ-MH,False,0:06.7,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
180,P8,Defense,SD-SI-AC-KJ-MH,False,0:11.2,0,0,1,1,0,0,0,0,0,3,True,False,False,False,False,False
181,P8,Offense,MS-SN-IK-EF-AM7,False,0:16.5,0,0,1,1,0,0,0,0,0,3,False,False,False,False,False,False
182,P8,Defense,MS-SN-IK-EF-AM7,False,0:07.3,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
183,P8,Defense,MS-SN-IK-EF-AM7,False,0:09.7,1,1,0,0,0,0,0,0,0,2,True,False,False,False,False,False
184,P8,Defense,MS-SN-IK-EF-AM7,False,0:13.3,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
185,P8,Defense,SD-SI-AC-KJ-MH,False,0:17.0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
186,P8,Offense,SD-SI-AC-KJ-MH,False,0:09.8,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
187,P8,Defense,SD-SI-AC-KJ-MH,False,0:09.4,1,1,0,0,0,0,0,0,0,2,True,False,False,False,False,False
188,P8,Defense,SD-SI-AC-KJ-MH,False,0:15.1,1,1,0,0,1,1,0,0,1,3,True,False,True,False,False,False
