Unnamed: 0,#0 Sarah Deng,#02 Mari Somvichian,#03 Danae Powell,#04 Allison Clarke,#06 Shawnee Nordstrom,#07 Ana Milanovic,#08 Shanayka Ismar,#11 Erica Finney,#13 Ivana Krajina,#22 Ali'a Matavao,#24 Kayla Jones,#30 Janay Brantley,#55 Maya Hernandez,2FGA,2FGm,2FGM,3FGA,3FGm,3FGM,50-50 Ball,Allow Middle,Allow OBoard,Allow Paint Touch,Allow UC 3,Allow Uncontested Three,Assist,At Rim -2,At Rim +2,C&S -3,C&S +3,Charge,Def Reb,Defend Scout,Defense,Deflection,Driving Layup,Foul,Half-court,Leave Your Feet,Lineup,Live,Missed Box Out,Missed Layup,Off Reb,Offense,On-Ball Opp,Pull Up -2,Pull Up -3,Pull Up +2,Putback,Steal,Successful Boxout,Transition,Turnover,Xavier,Loose Ball Recovered,
Live,99.0,62.0,71.0,75.0,111.0,65.0,54.0,76.0,106.0,11.0,99.0,13.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,13.0,0.0,0.0,64.0,0.0,17.0,188.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,
#02 Mari Somvichian,26.0,101.0,20.0,19.0,18.0,57.0,12.0,21.0,35.0,2.0,24.0,4.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,12.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,7.0,0.0,0.0,18.0,0.0,5.0,62.0,4.0,0.0,1.0,26.0,19.0,0.0,0.0,0.0,0.0,1.0,2.0,13.0,1.0,0.0,
#03 Danae Powell,19.0,20.0,98.0,15.0,43.0,23.0,19.0,21.0,52.0,7.0,39.0,9.0,17.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,40.0,9.0,1.0,0.0,23.0,0.0,11.0,71.0,0.0,0.0,0.0,31.0,14.0,0.0,0.0,0.0,0.0,2.0,4.0,12.0,0.0,0.0,
#04 Allison Clarke,37.0,19.0,15.0,102.0,31.0,26.0,30.0,14.0,41.0,4.0,34.0,4.0,46.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,40.0,3.0,0.0,0.0,23.0,0.0,6.0,75.0,0.0,0.0,0.0,35.0,10.0,0.0,0.0,1.0,0.0,2.0,5.0,13.0,0.0,0.0,
#06 Shawnee Nordstrom,71.0,18.0,43.0,31.0,175.0,19.0,10.0,41.0,59.0,2.0,81.0,2.0,68.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,8.0,3.0,19.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,59.0,10.0,0.0,1.0,41.0,1.0,6.0,111.0,2.0,0.0,0.0,52.0,33.0,0.0,1.0,0.0,0.0,2.0,6.0,17.0,1.0,0.0,
#07 Ana Milanovic,24.0,57.0,23.0,26.0,19.0,82.0,16.0,23.0,40.0,2.0,21.0,2.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,5.0,0.0,0.0,21.0,0.0,5.0,65.0,2.0,0.0,0.0,31.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,14.0,0.0,0.0,
#08 Shanayka Ismar,12.0,12.0,19.0,30.0,10.0,16.0,82.0,24.0,28.0,7.0,25.0,7.0,28.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,11.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,17.0,0.0,6.0,54.0,3.0,0.0,0.0,22.0,11.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,2.0,0.0,
#11 Erica Finney,35.0,21.0,21.0,14.0,41.0,23.0,24.0,121.0,45.0,6.0,23.0,6.0,45.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,13.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,39.0,7.0,1.0,0.0,31.0,0.0,11.0,76.0,2.0,0.0,0.0,37.0,19.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,1.0,0.0,
#13 Ivana Krajina,41.0,35.0,52.0,41.0,59.0,40.0,28.0,45.0,141.0,0.0,41.0,0.0,44.0,3.0,0.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0,13.0,3.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,49.0,12.0,3.0,1.0,40.0,0.0,5.0,106.0,2.0,0.0,0.0,57.0,13.0,0.0,0.0,0.0,0.0,3.0,1.0,22.0,0.0,0.0,
#22 Ali'a Matavao,0.0,2.0,7.0,4.0,2.0,2.0,7.0,6.0,0.0,18.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
#24 Kayla Jones,57.0,24.0,39.0,34.0,81.0,21.0,25.0,23.0,41.0,0.0,146.0,0.0,52.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,22.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,54.0,9.0,0.0,1.0,34.0,0.0,6.0,99.0,1.0,0.0,2.0,45.0,16.0,0.0,0.0,0.0,1.0,1.0,10.0,17.0,1.0,0.0,
#30 Janay Brantley,2.0,4.0,9.0,4.0,2.0,2.0,7.0,6.0,0.0,11.0,0.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,
#55 Maya Hernandez,72.0,11.0,17.0,46.0,68.0,9.0,28.0,45.0,44.0,3.0,52.0,5.0,128.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,15.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,9.0,0.0,0.0,37.0,0.0,6.0,100.0,3.0,0.0,0.0,50.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,2.0,0.0,
#0 Sarah Deng,145.0,26.0,19.0,37.0,71.0,24.0,12.0,35.0,41.0,0.0,57.0,2.0,72.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,12.0,0.0,18.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,48.0,8.0,1.0,0.0,36.0,0.0,6.0,99.0,3.0,0.0,0.0,51.0,25.0,0.0,0.0,0.0,0.0,1.0,2.0,17.0,0.0,0.0,
